<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.06.04	22:00:00	296981.17	299760.83	296928.31	297460.74	3600	0	4500
2020.06.04	23:00:00	297469.67	299041.00	296764.83	298789.77	3600	0	4500
2020.06.05	00:00:00	298756.76	299388.05	297334.75	297505.63	3600	0	4500
2020.06.05	01:00:00	297532.76	298851.45	296132.78	296970.00	3600	0	4500
2020.06.05	02:00:00	296956.54	298565.25	296422.98	296959.20	3600	0	4500
2020.06.05	03:00:00	296932.14	301079.12	296234.81	300566.81	3600	0	4500
2020.06.05	04:00:00	300534.05	301882.27	299923.54	300224.54	3599	0	4500
2020.06.05	05:00:00	300214.23	301272.44	298377.89	298555.40	3600	0	4500
2020.06.05	06:00:00	298534.29	300844.47	298361.18	300532.40	3598	0	4500
2020.06.05	07:00:00	300488.36	301283.77	299594.29	300855.19	3599	0	4500
2020.06.05	08:00:00	300877.48	304107.42	300617.39	303433.61	3600	0	4500
2020.06.05	09:00:00	303452.61	303790.36	299458.15	299505.47	3600	0	4500
2020.06.05	10:00:00	299512.78	300952.80	299173.94	299238.18	3600	0	4500
2020.06.05	11:00:00	299224.54	300360.07	298599.48	299736.18	3599	0	4500
2020.06.05	12:00:00	299725.98	299832.35	297371.17	299102.97	3600	0	4500
2020.06.05	13:00:00	299137.36	299545.95	296848.43	297906.82	3599	0	4500
2020.06.05	14:00:00	297946.70	298166.61	295007.71	295134.56	3600	0	4500
2020.06.05	15:00:00	295156.47	296132.99	292573.11	292964.65	3600	0	4500
2020.06.05	16:00:00	292960.33	293819.04	291316.93	291663.45	3600	0	4500
2020.06.05	17:00:00	291656.82	292362.97	290393.41	291633.65	3600	0	4500
2020.06.05	18:00:00	291609.41	293050.70	291224.97	292266.72	3599	0	4500
2020.06.05	19:00:00	292295.99	293697.11	292110.86	293208.95	3598	0	4500
2020.06.05	20:00:00	293205.11	297776.66	293205.11	296676.55	3600	0	4500
2020.06.05	21:00:00	296631.96	298689.10	296485.14	297182.67	3600	0	4500
2020.06.05	22:00:00	297191.94	297726.93	295987.87	297063.95	3600	0	4500
2020.06.05	23:00:00	297086.14	299079.15	296879.87	298980.01	3600	0	4500
2020.06.06	00:00:00	298969.76	298969.76	296594.66	297210.21	3600	0	4500
2020.06.06	01:00:00	297218.99	300651.18	297096.79	299876.44	3599	0	4500
2020.06.06	02:00:00	299867.59	301467.35	299108.56	300528.06	3600	0	4500
2020.06.06	03:00:00	300578.43	303314.30	299865.38	303167.24	3599	0	4500
2020.06.06	04:00:00	303205.05	305250.05	303205.05	303933.14	3598	0	4500
2020.06.06	05:00:00	303942.39	304583.20	302623.09	303944.11	3599	0	4500
2020.06.06	06:00:00	303951.79	304539.30	302347.49	302522.63	3600	0	4500
2020.06.06	07:00:00	302573.76	306115.82	302573.76	306096.58	3600	0	4500
2020.06.06	08:00:00	306073.55	306892.00	305084.89	305136.71	3599	0	4500
2020.06.06	09:00:00	305117.04	306364.42	304547.84	305680.98	3599	0	4500
2020.06.06	10:00:00	305712.19	306682.23	305026.37	305113.49	3600	0	4500
2020.06.06	11:00:00	305132.64	307032.65	304386.35	306000.69	3600	0	4500
2020.06.06	12:00:00	306045.20	306097.02	304257.73	305753.57	3598	0	4500
2020.06.06	13:00:00	305717.61	309129.23	305596.82	308989.00	3599	0	4500
2020.06.06	14:00:00	309011.61	312967.97	308916.35	311463.03	3599	0	4500
2020.06.06	15:00:00	311466.66	313003.26	310765.60	312657.35	3599	0	4500
2020.06.06	16:00:00	312659.83	314806.42	312474.40	313306.41	3600	0	4500
2020.06.06	17:00:00	313266.44	315208.62	312880.62	314822.43	3600	0	4500
2020.06.06	18:00:00	314826.87	316718.82	313829.79	315884.70	3600	0	4500
2020.06.06	19:00:00	315853.44	316857.92	313552.35	314464.18	3600	0	4500
2020.06.06	20:00:00	314434.14	314607.46	312948.05	313291.73	3599	0	4500
2020.06.06	21:00:00	313247.88	314821.20	312291.59	314307.82	3599	0	4500
2020.06.06	22:00:00	314327.17	314618.20	311792.25	312334.61	3600	0	4500
2020.06.06	23:00:00	312338.73	314001.12	310909.73	312486.12	3600	0	4500
2020.06.07	00:00:00	312502.61	312999.17	310618.03	310873.23	3600	0	4500
2020.06.07	01:00:00	310844.98	311405.17	308726.38	309330.69	3599	0	4500
2020.06.07	02:00:00	309341.91	309526.20	306825.95	308407.69	3600	0	4500
2020.06.07	03:00:00	308409.17	309199.53	306026.38	306155.98	3600	0	4500
2020.06.07	04:00:00	306165.13	306464.57	304951.02	306065.12	3600	0	4500
2020.06.07	05:00:00	306085.25	308090.79	305825.09	307433.95	3600	0	4500
2020.06.07	06:00:00	307412.43	309317.19	306964.07	308487.25	3600	0	4500
2020.06.07	07:00:00	308457.05	310267.08	308381.89	309389.58	3600	0	4500
2020.06.07	08:00:00	309375.42	310124.97	308070.77	310079.31	3600	0	4500
2020.06.07	09:00:00	310090.37	310100.05	308258.73	309225.83	3600	0	4500
2020.06.07	10:00:00	309246.19	311332.79	309072.53	309754.40	3597	0	4500
2020.06.07	11:00:00	309807.55	310831.24	308946.85	310061.98	3600	0	4500
2020.06.07	12:00:00	310040.04	311653.56	309465.95	311235.14	3600	0	4500
2020.06.07	13:00:00	311191.55	314194.75	310781.35	313573.32	3599	0	4500
2020.06.07	14:00:00	313573.88	315198.74	313159.17	313228.24	3600	0	4500
2020.06.07	15:00:00	313212.77	313379.21	310315.98	311831.69	3600	0	4500
2020.06.07	16:00:00	311784.37	314844.06	311552.76	313935.01	3600	0	4500
2020.06.07	17:00:00	313907.74	314825.11	312984.32	314779.62	3600	0	4500
2020.06.07	18:00:00	314719.92	315157.37	312478.34	312821.85	3599	0	4500
2020.06.07	19:00:00	312821.67	314094.45	311761.17	312419.78	3600	0	4500
2020.06.07	20:00:00	312452.92	312998.53	311116.16	311828.33	3597	0	4500
2020.06.07	21:00:00	311858.11	312627.72	309861.79	310647.03	3599	0	4500
2020.06.07	22:00:00	310617.30	310855.18	307681.20	307878.48	3599	0	4500
2020.06.07	23:00:00	307884.63	309650.26	306714.33	307700.19	3599	0	4500
2020.06.08	00:00:00	307690.01	309707.66	307327.30	309707.66	3600	0	4500
2020.06.08	01:00:00	309721.76	309736.86	306479.17	308185.95	3599	0	4500
2020.06.08	02:00:00	308220.96	308272.17	304421.67	305279.11	3599	0	4500
2020.06.08	03:00:00	305281.09	305775.27	304515.49	304725.92	3600	0	4500
2020.06.08	04:00:00	304697.75	306044.13	303463.93	303756.09	3598	0	4500
2020.06.08	05:00:00	303763.68	304554.39	302180.95	304522.09	3600	0	4500
2020.06.08	06:00:00	304521.64	305951.17	303669.18	305451.14	3600	0	4500
2020.06.08	07:00:00	305498.32	305806.21	304092.60	304850.48	3600	0	4500
2020.06.08	08:00:00	304837.51	306746.78	304520.32	305867.26	3600	0	4500
2020.06.08	09:00:00	305886.89	306435.08	304284.86	305255.74	3600	0	4500
2020.06.08	10:00:00	305285.34	305513.49	303287.05	303729.19	3599	0	4500
2020.06.08	11:00:00	303688.05	304016.60	301481.97	301990.26	3600	0	4500
2020.06.08	12:00:00	302054.98	302213.55	299629.60	300542.80	3600	0	4500
2020.06.08	13:00:00	300535.86	300946.64	297937.62	298354.73	3600	0	4500
2020.06.08	14:00:00	298329.82	298604.30	295835.81	296856.69	3600	0	4500
2020.06.08	15:00:00	296851.50	297900.61	295312.14	297434.25	3599	0	4500
2020.06.08	16:00:00	297445.45	297537.96	294862.28	295825.10	3600	0	4500
2020.06.08	17:00:00	295837.46	296516.15	294342.11	294601.42	3600	0	4500
2020.06.08	18:00:00	294609.91	295434.46	293652.14	294404.71	3599	0	4500
2020.06.08	19:00:00	294372.53	296306.98	294253.58	295400.50	3600	0	4500
2020.06.08	20:00:00	295392.52	296009.01	294423.79	295244.68	3600	0	4500
2020.06.08	21:00:00	295239.54	296788.80	294373.41	296382.40	3599	0	4500
2020.06.08	22:00:00	296367.45	297029.26	294935.31	295746.05	3600	0	4500
2020.06.08	23:00:00	295671.94	296830.92	295295.25	296629.42	3599	0	4500
2020.06.09	00:00:00	296603.33	298167.44	295945.60	297720.12	3598	0	4500
2020.06.09	01:00:00	297748.78	297807.86	296136.61	297297.87	3600	0	4500
2020.06.09	02:00:00	297335.90	298589.65	296686.76	296790.23	3599	0	4500
2020.06.09	03:00:00	296789.79	297621.79	296375.63	297203.37	3600	0	4500
2020.06.09	04:00:00	297196.55	300130.00	297138.21	298973.76	3600	0	4500
2020.06.09	05:00:00	298934.92	304028.17	298742.70	303803.14	3600	0	4500
2020.06.09	06:00:00	303797.34	303912.54	300835.97	302561.45	3600	0	4500
2020.06.09	07:00:00	302558.41	302982.07	301304.12	301965.15	3599	0	4500
2020.06.09	08:00:00	301962.39	304389.49	301787.92	303700.33	3600	0	4500
2020.06.09	09:00:00	303695.66	304901.22	302124.16	302279.97	3600	0	4500
2020.06.09	10:00:00	302259.26	304435.18	302035.34	304006.47	3600	0	4500
2020.06.09	11:00:00	304038.61	305022.08	302203.00	302403.40	3587	0	4500
2020.06.09	12:00:00	302425.24	303935.64	302251.10	302703.95	3600	0	4500
2020.06.09	13:00:00	302731.48	303712.40	301890.17	302400.72	3600	0	4500
2020.06.09	14:00:00	302396.71	304011.26	300618.89	303439.11	3599	0	4500
2020.06.09	15:00:00	303411.03	305494.62	302834.87	305259.58	3598	0	4500
2020.06.09	16:00:00	305281.86	306891.99	304730.53	305608.68	3598	0	4500
2020.06.09	17:00:00	305660.57	307756.56	305040.96	306668.23	3600	0	4500
2020.06.09	18:00:00	306683.79	310367.29	306478.10	308405.11	3599	0	4500
2020.06.09	19:00:00	308429.81	309654.60	307172.45	309646.35	3600	0	4500
2020.06.09	20:00:00	309628.89	310127.24	307976.79	309113.88	3600	0	4500
2020.06.09	21:00:00	309093.03	313032.10	309079.44	312965.52	3598	0	4500
2020.06.09	22:00:00	312978.49	315355.84	312960.96	314284.90	3599	0	4500
2020.06.09	23:00:00	314299.34	315712.76	313091.70	313350.75	3600	0	4500
2020.06.10	00:00:00	313415.29	313895.80	311555.46	312581.75	3599	0	4500
2020.06.10	01:00:00	312535.14	314511.45	312166.74	313706.90	3599	0	4500
2020.06.10	02:00:00	313693.53	315236.85	312678.95	313624.75	3599	0	4500
2020.06.10	03:00:00	313602.86	318236.09	313236.53	318082.28	3600	0	4500
2020.06.10	04:00:00	318090.47	319155.81	317438.76	317671.04	3600	0	4500
2020.06.10	05:00:00	317689.37	319948.32	316986.48	319898.70	3599	0	4500
2020.06.10	06:00:00	319907.40	321619.99	319382.52	321429.68	3598	0	4500
2020.06.10	07:00:00	321464.93	321656.34	318934.90	319378.98	3599	0	4500
2020.06.10	08:00:00	319363.90	319882.31	317675.80	318803.24	3599	0	4500
2020.06.10	09:00:00	318812.09	320301.30	318751.50	319197.13	3600	0	4500
2020.06.10	10:00:00	319202.89	320371.47	318222.50	319328.17	3600	0	4500
2020.06.10	11:00:00	319326.45	321601.46	318783.89	321520.84	3600	0	4500
2020.06.10	12:00:00	321485.65	322770.15	318777.00	318999.52	3599	0	4500
2020.06.10	13:00:00	319009.30	319393.52	317088.67	317910.98	3600	0	4500
2020.06.10	14:00:00	317934.77	318443.55	316000.89	316227.45	3600	0	4500
2020.06.10	15:00:00	316236.60	317458.93	315403.27	315684.45	3599	0	4500
2020.06.10	16:00:00	315711.80	315860.63	313165.59	315028.52	3599	0	4500
2020.06.10	17:00:00	315075.64	315570.71	314027.67	314632.82	3600	0	4500
2020.06.10	18:00:00	314651.12	315828.90	314035.02	314801.54	3600	0	4500
2020.06.10	19:00:00	314854.26	316281.53	313737.98	316121.99	3600	0	4500
2020.06.10	20:00:00	316105.89	319472.98	315911.39	319324.02	3600	0	4500
2020.06.10	21:00:00	319329.08	320237.45	316245.66	316959.65	3600	0	4500
2020.06.10	22:00:00	316964.43	318890.75	316402.89	316919.28	3599	0	4500
2020.06.10	23:00:00	316923.50	317915.07	315817.75	316139.36	3600	0	4500
2020.06.11	00:00:00	316171.78	316912.50	315277.53	316809.15	3599	0	4500
2020.06.11	01:00:00	316796.33	318808.49	315907.97	317896.82	3600	0	4500
2020.06.11	02:00:00	317869.78	319639.48	317553.83	317553.83	3598	0	4500
2020.06.11	03:00:00	317578.16	318943.64	316704.43	318149.06	3599	0	4500
2020.06.11	04:00:00	318166.99	319525.34	317059.30	318997.79	3600	0	4500
2020.06.11	05:00:00	319007.86	319842.28	315006.05	315953.14	3600	0	4500
2020.06.11	06:00:00	315973.14	317170.88	314757.36	316399.81	3600	0	4500
2020.06.11	07:00:00	316405.18	318086.19	316162.56	317245.65	3600	0	4500
2020.06.11	08:00:00	317298.85	318097.97	315784.99	317612.09	3600	0	4500
2020.06.11	09:00:00	317618.75	318540.50	315822.30	318220.77	3600	0	4500
2020.06.11	10:00:00	318263.23	319587.33	316828.25	318370.08	3600	0	4500
2020.06.11	11:00:00	318344.46	320063.95	317800.84	319507.58	3600	0	4500
2020.06.11	12:00:00	319539.69	320332.70	318541.80	319014.31	3600	0	4500
2020.06.11	13:00:00	318986.69	320452.94	317996.36	319663.79	3600	0	4500
2020.06.11	14:00:00	319675.80	322051.07	319422.00	321069.96	3600	0	4500
2020.06.11	15:00:00	321066.46	323537.56	320606.21	323462.97	3600	0	4500
2020.06.11	16:00:00	323437.32	323437.32	320720.03	322836.84	3599	0	4500
2020.06.11	17:00:00	322841.38	327343.58	322502.37	324570.59	3600	0	4500
2020.06.11	18:00:00	324507.95	325730.70	323829.21	325112.54	3599	0	4500
2020.06.11	19:00:00	325078.78	326273.73	324548.82	325737.38	3599	0	4500
2020.06.11	20:00:00	325789.97	326724.09	321899.87	321899.87	3599	0	4500
2020.06.11	21:00:00	321918.98	321943.54	316878.12	317173.88	3600	0	4500
2020.06.11	22:00:00	317157.53	318180.05	315678.99	316240.21	3600	0	4500
2020.06.11	23:00:00	316277.99	318753.28	316262.02	317865.89	3599	0	4500
2020.06.12	00:00:00	317865.36	320202.51	317075.12	317768.99	3600	0	4500
2020.06.12	01:00:00	317748.11	319101.87	317025.06	317557.35	3600	0	4500
2020.06.12	02:00:00	317553.33	317888.75	314079.87	314655.16	3600	0	4500
2020.06.12	03:00:00	314632.37	315144.09	312840.78	313059.68	3600	0	4500
2020.06.12	04:00:00	313099.13	313233.19	310965.07	311598.57	3599	0	4500
2020.06.12	05:00:00	311583.19	313954.77	311208.28	313044.41	3597	0	4500
2020.06.12	06:00:00	313027.90	313687.81	310868.38	312038.17	3598	0	4500
2020.06.12	07:00:00	312048.87	314013.96	311607.33	313789.19	3599	0	4500
2020.06.12	08:00:00	313793.55	315236.50	313272.80	314868.85	3599	0	4500
2020.06.12	09:00:00	314914.39	315088.62	311783.15	312087.89	3600	0	5000
2020.06.12	10:00:00	312076.04	313592.44	311123.67	313480.02	3599	0	5000
2020.06.12	11:00:00	313481.98	314056.49	312625.18	313334.84	3599	0	5000
2020.06.12	12:00:00	313300.85	314633.76	312825.08	314299.45	3600	0	5000
2020.06.12	13:00:00	314290.25	316620.68	313161.53	315617.19	3599	0	5000
2020.06.12	14:00:00	315609.45	316588.56	313582.40	313688.21	3600	0	5000
2020.06.12	15:00:00	313652.27	314479.43	312156.86	314151.54	3599	0	5000
2020.06.12	16:00:00	314152.04	314539.28	311313.42	312094.95	3600	0	5000
2020.06.12	17:00:00	312118.52	312186.19	308616.31	308626.77	3598	0	5000
2020.06.12	18:00:00	308633.69	312489.80	308598.44	311743.29	3600	0	5000
2020.06.12	19:00:00	311729.06	312253.19	308915.55	309606.67	3600	0	5000
2020.06.12	20:00:00	309615.76	311216.19	309116.76	311093.09	3599	0	5000
2020.06.12	21:00:00	311124.27	311400.92	308117.66	309148.00	3600	0	5000
2020.06.12	22:00:00	309148.16	309875.19	306834.34	306954.58	3600	0	5000
2020.06.12	23:00:00	306936.66	308657.03	306136.76	308314.10	3599	0	5000
2020.06.13	00:00:00	308304.01	309730.50	307805.34	308091.35	3599	0	5000
2020.06.13	01:00:00	308102.06	311362.44	307789.20	309425.17	3600	0	5000
2020.06.13	02:00:00	309420.17	310543.66	308889.09	309265.88	3600	0	5000
2020.06.13	03:00:00	309231.09	309231.09	307481.89	308722.39	3600	0	5000
2020.06.13	04:00:00	308693.85	310076.01	307808.41	309840.10	3598	0	5000
2020.06.13	05:00:00	309790.16	312289.32	309201.67	310249.51	3599	0	5000
2020.06.13	06:00:00	310226.00	311277.75	309786.01	310186.62	3600	0	5000
2020.06.13	07:00:00	310159.20	312783.71	310123.12	312759.40	3600	0	5000
2020.06.13	08:00:00	312790.06	314719.78	312659.75	314423.64	3599	0	5000
2020.06.13	09:00:00	314423.15	316201.78	313988.36	316201.78	3600	0	5000
2020.06.13	10:00:00	316238.19	316938.88	314586.36	316730.13	3600	0	5000
2020.06.13	11:00:00	316740.97	318602.20	316154.94	316172.83	3600	0	5000
2020.06.13	12:00:00	316219.39	318818.31	315979.75	318672.08	3598	0	5000
2020.06.13	13:00:00	318718.03	321505.04	318406.12	318725.71	3599	0	5000
2020.06.13	14:00:00	318725.93	318883.75	316249.82	316480.35	3600	0	5000
2020.06.13	15:00:00	316481.00	316737.77	314638.68	315195.67	3600	0	5000
2020.06.13	16:00:00	315154.21	316072.48	314316.33	314481.10	3600	0	5000
2020.06.13	17:00:00	314508.81	316740.54	313954.01	315050.41	3600	0	5000
2020.06.13	18:00:00	315058.29	317107.65	314179.51	317070.90	3600	0	5000
2020.06.13	19:00:00	317111.90	318647.56	316218.70	318538.16	3600	0	5000
2020.06.13	20:00:00	318512.76	322728.04	318435.82	321960.24	3600	0	5000
2020.06.13	21:00:00	321947.84	322534.09	320043.39	320897.31	3600	0	5000
2020.06.13	22:00:00	320893.33	326015.06	320852.61	325446.74	3600	0	5000
2020.06.13	23:00:00	325440.52	326857.69	324611.87	326485.90	3599	0	5000
2020.06.14	00:00:00	326457.65	329822.79	325652.23	329303.77	3600	0	5000
2020.06.14	01:00:00	329241.61	329898.36	327061.41	327842.26	3600	0	5000
2020.06.14	02:00:00	327762.38	329338.07	325952.55	326862.85	3600	0	5000
2020.06.14	03:00:00	326862.72	327552.00	324842.76	325012.10	3600	0	5000
2020.06.14	04:00:00	325048.36	326328.79	323977.99	324045.05	3598	0	5000
2020.06.14	05:00:00	324031.39	325808.41	323363.89	325784.10	3600	0	5000
2020.06.14	06:00:00	325781.40	327502.35	325316.20	326749.63	3599	0	5000
2020.06.14	07:00:00	326745.95	330501.51	326420.20	330091.10	3598	0	5000
2020.06.14	08:00:00	330106.67	330827.87	327574.72	330211.18	3600	0	5000
2020.06.14	09:00:00	330222.03	331329.01	327386.81	328308.92	3598	0	5000
2020.06.14	10:00:00	328341.75	328384.62	326118.62	327687.02	3600	0	5000
2020.06.14	11:00:00	327670.63	327945.20	324295.24	324846.55	3599	0	5000
2020.06.14	12:00:00	324848.20	324993.87	320445.73	321023.58	3599	0	5000
2020.06.14	13:00:00	320998.47	321352.44	319133.57	320724.93	3600	0	5000
2020.06.14	14:00:00	320736.46	322135.72	319938.62	320729.49	3600	0	5000
2020.06.14	15:00:00	320736.33	321390.16	319199.06	319840.82	3600	0	5000
2020.06.14	16:00:00	319884.72	323662.78	319816.13	322976.61	3600	0	5000
2020.06.14	17:00:00	322961.30	323124.53	321474.42	322564.47	3600	0	5000
2020.06.14	18:00:00	322554.87	323445.45	320025.05	321163.31	3600	0	5000
2020.06.14	19:00:00	321154.21	322271.26	320104.97	321254.08	3599	0	5000
2020.06.14	20:00:00	321226.84	323088.23	320012.82	320417.38	3600	0	5000
2020.06.14	21:00:00	320466.02	321053.56	319017.86	319200.73	3599	0	5000
2020.06.14	22:00:00	319116.03	320009.40	317310.86	318889.07	3599	0	5000
2020.06.14	23:00:00	318874.18	318975.14	314832.50	315031.86	3599	0	5000
2020.06.15	00:00:00	315000.02	315310.16	313030.59	313723.20	3600	0	5000
2020.06.15	01:00:00	313769.89	316039.42	312929.61	315701.12	3600	0	5000
2020.06.15	02:00:00	315686.99	316418.98	314010.67	314582.87	3600	0	5000
2020.06.15	03:00:00	314575.09	316241.88	313847.15	315596.76	3600	0	5000
2020.06.15	04:00:00	315608.34	315972.76	313837.05	314999.03	3599	0	5000
2020.06.15	05:00:00	314982.15	315527.83	311474.67	311789.39	3599	0	2500
2020.06.15	06:00:00	311847.09	313147.06	311467.76	312496.14	3600	0	2500
2020.06.15	07:00:00	312489.73	313139.20	310153.53	310217.21	3599	0	2500
2020.06.15	08:00:00	310208.75	313776.93	309944.14	313498.05	3598	0	2500
2020.06.15	09:00:00	313528.03	314702.13	312518.67	314509.53	3594	0	2500
2020.06.15	10:00:00	314526.61	317104.22	314447.27	315587.39	3600	0	2500
2020.06.15	11:00:00	315539.01	318049.28	315148.14	317765.10	3600	0	2500
2020.06.15	12:00:00	317792.62	319361.20	315153.14	317337.37	3600	0	2500
2020.06.15	13:00:00	317364.15	317709.71	315767.66	315894.43	3599	0	2500
2020.06.15	14:00:00	315932.58	319684.34	315291.43	319218.12	3600	0	2500
2020.06.15	15:00:00	319211.75	319526.08	316678.89	319325.98	3600	0	2500
2020.06.15	16:00:00	319344.49	321497.50	319009.70	321293.23	3599	0	2500
2020.06.15	17:00:00	321302.75	322845.02	319728.11	322254.23	3599	0	2500
2020.06.15	18:00:00	322280.07	323982.15	319887.19	320465.81	3598	0	2500
2020.06.15	19:00:00	320483.49	323775.39	320104.60	322792.70	3600	0	2500
2020.06.15	20:00:00	322795.80	323513.41	321596.36	323186.71	3600	0	2500
2020.06.15	21:00:00	323219.87	325266.60	322880.70	324173.93	3599	0	2500
2020.06.15	22:00:00	324166.93	324634.40	320758.54	320885.89	3599	0	2500
2020.06.15	23:00:00	320916.03	322287.12	319745.52	319769.89	3600	0	2500
2020.06.16	00:00:00	319728.76	321611.91	318555.78	320225.63	3600	0	2500
2020.06.16	01:00:00	320233.28	321399.74	318907.61	320154.47	3600	0	2500
2020.06.16	02:00:00	320158.29	323107.23	320072.90	321663.43	3600	0	2500
2020.06.16	03:00:00	321617.08	322538.31	319231.10	321922.87	3600	0	2500
2020.06.16	04:00:00	321970.57	322382.34	318987.36	322379.38	3599	0	2500
2020.06.16	05:00:00	322403.11	325642.17	321797.66	324718.85	3599	0	2500
2020.06.16	06:00:00	324734.16	324827.12	321535.10	321873.00	3599	0	2500
2020.06.16	07:00:00	321894.30	322498.04	319964.04	320506.14	3599	0	2500
2020.06.16	08:00:00	320537.94	321863.95	318290.70	318686.72	3600	0	2500
2020.06.16	09:00:00	318665.54	320076.49	317998.29	319984.19	3600	0	2500
2020.06.16	10:00:00	319984.05	320114.26	317738.21	318436.49	3599	0	2500
2020.06.16	11:00:00	318352.66	318642.78	315793.23	318315.76	3598	0	2500
2020.06.16	12:00:00	318347.98	318448.87	315796.72	317880.34	3600	0	2500
2020.06.16	13:00:00	317862.41	319520.43	317806.29	318328.62	3597	0	2500
2020.06.16	14:00:00	318290.72	318901.62	316262.58	318751.76	3599	0	2500
2020.06.16	15:00:00	318771.65	319456.58	317354.02	317994.63	3600	0	2500
2020.06.16	16:00:00	318022.49	318953.31	317781.88	318328.78	3599	0	2500
2020.06.16	17:00:00	318313.82	321538.71	317635.21	320230.63	3599	0	2500
2020.06.16	18:00:00	320267.44	322983.96	320222.53	321882.80	3600	0	2500
2020.06.16	19:00:00	321876.72	325192.29	320835.43	323862.78	3599	0	2500
2020.06.16	20:00:00	323909.99	325735.99	323415.93	323765.17	3600	0	2500
2020.06.16	21:00:00	323772.09	325225.21	322193.41	322610.05	3600	0	2500
2020.06.16	22:00:00	322617.51	323388.66	321529.54	322634.79	3600	0	2500
2020.06.16	23:00:00	322664.71	325794.07	322563.89	325638.55	3598	0	2500
2020.06.17	00:00:00	325621.59	328502.57	325014.68	326882.15	3599	0	2500
2020.06.17	01:00:00	326926.85	326974.96	325255.38	326590.49	3599	0	2500
2020.06.17	02:00:00	326578.23	326583.19	323718.52	324725.39	3600	0	2500
2020.06.17	03:00:00	324723.13	325448.65	323133.21	324090.19	3599	0	2500
2020.06.17	04:00:00	324099.43	324800.38	322527.75	324114.30	3600	0	2500
2020.06.17	05:00:00	324163.72	324535.69	322664.37	323766.03	3600	0	2500
2020.06.17	06:00:00	323770.33	324522.89	322188.75	322558.76	3599	0	2500
2020.06.17	07:00:00	322542.80	323813.30	322152.49	322798.02	3598	0	2500
2020.06.17	08:00:00	322771.42	326586.78	322735.71	325258.60	3600	0	2500
2020.06.17	09:00:00	325257.41	325297.04	322710.60	323626.49	3600	0	2500
2020.06.17	10:00:00	323615.32	324954.04	321961.52	324421.85	3599	0	2500
2020.06.17	11:00:00	324404.27	325840.96	323199.31	324884.40	3600	0	2500
2020.06.17	12:00:00	324846.36	325145.72	321966.71	321977.80	3598	0	2500
2020.06.17	13:00:00	322013.69	323496.71	321515.67	322578.72	3600	0	2500
2020.06.17	14:00:00	322530.16	323123.44	320537.71	321537.84	3599	0	2500
2020.06.17	15:00:00	321579.43	323162.58	320975.39	321099.71	3600	0	2500
2020.06.17	16:00:00	321099.39	325429.24	320700.87	324202.49	3600	0	2500
2020.06.17	17:00:00	324187.91	326063.30	323797.57	324463.35	3600	0	2500
2020.06.17	18:00:00	324465.51	325478.28	322260.07	323212.56	3600	0	2500
2020.06.17	19:00:00	323231.94	323729.05	321077.41	321593.16	3600	0	2500
2020.06.17	20:00:00	321618.24	322487.83	319036.54	319285.51	3598	0	2500
2020.06.17	21:00:00	319243.56	321219.34	319190.63	320034.58	3600	0	2500
2020.06.17	22:00:00	320007.59	321420.64	319080.47	319142.55	3599	0	2500
2020.06.17	23:00:00	319168.13	320988.20	318992.22	319955.21	3599	0	2500
2020.06.18	00:00:00	319963.03	323103.70	319718.69	322977.22	3599	0	2500
2020.06.18	01:00:00	322985.92	324756.77	322343.03	324456.47	3599	0	2500
