<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.06.05	02:00:00	296956.54	298062.03	296422.98	297247.39	1800	0	4500
2020.06.05	02:30:00	297244.52	298565.25	296765.13	296959.20	1800	0	4500
2020.06.05	03:00:00	296932.14	301031.44	296234.81	300421.33	1800	0	4500
2020.06.05	03:30:00	300436.46	301079.12	299891.61	300566.81	1800	0	4500
2020.06.05	04:00:00	300534.05	301533.18	300361.74	301035.32	1799	0	4500
2020.06.05	04:30:00	301054.28	301882.27	299923.54	300224.54	1800	0	4500
2020.06.05	05:00:00	300214.23	300930.54	299840.34	300343.65	1800	0	4500
2020.06.05	05:30:00	300314.70	301272.44	298377.89	298555.40	1800	0	4500
2020.06.05	06:00:00	298534.29	300130.76	298361.18	299268.08	1799	0	4500
2020.06.05	06:30:00	299259.75	300844.47	298876.27	300532.40	1799	0	4500
2020.06.05	07:00:00	300488.36	301283.77	299594.29	300293.28	1799	0	4500
2020.06.05	07:30:00	300279.29	301231.54	299794.30	300855.19	1800	0	4500
2020.06.05	08:00:00	300877.48	302415.86	300617.39	302291.82	1800	0	4500
2020.06.05	08:30:00	302276.06	304107.42	301996.40	303433.61	1800	0	4500
2020.06.05	09:00:00	303452.61	303790.36	300281.19	300583.36	1800	0	4500
2020.06.05	09:30:00	300539.16	301089.67	299458.15	299505.47	1800	0	4500
2020.06.05	10:00:00	299512.78	300952.80	299173.94	299877.06	1800	0	4500
2020.06.05	10:30:00	299883.66	300561.13	299224.55	299238.18	1800	0	4500
2020.06.05	11:00:00	299224.54	300360.07	298878.93	299429.70	1800	0	4500
2020.06.05	11:30:00	299388.25	300287.67	298599.48	299736.18	1799	0	4500
2020.06.05	12:00:00	299725.98	299832.35	297526.42	297680.04	1800	0	4500
2020.06.05	12:30:00	297707.72	299404.87	297371.17	299102.97	1800	0	4500
2020.06.05	13:00:00	299137.36	299545.95	298091.60	298360.52	1799	0	4500
2020.06.05	13:30:00	298385.05	298851.30	296848.43	297906.82	1800	0	4500
2020.06.05	14:00:00	297946.70	298166.61	297358.19	297455.25	1800	0	4500
2020.06.05	14:30:00	297427.79	297779.85	295007.71	295134.56	1800	0	4500
2020.06.05	15:00:00	295156.47	296132.99	294749.50	295203.55	1800	0	4500
2020.06.05	15:30:00	295188.17	295395.50	292573.11	292964.65	1800	0	4500
2020.06.05	16:00:00	292960.33	293819.04	292451.56	292740.88	1800	0	4500
2020.06.05	16:30:00	292793.78	292873.08	291316.93	291663.45	1800	0	4500
2020.06.05	17:00:00	291656.82	292362.97	290589.24	290611.04	1800	0	4500
2020.06.05	17:30:00	290630.20	291991.54	290393.41	291633.65	1800	0	4500
2020.06.05	18:00:00	291609.41	292875.58	291224.97	292559.95	1799	0	4500
2020.06.05	18:30:00	292562.62	293050.70	292227.65	292266.72	1800	0	4500
2020.06.05	19:00:00	292295.99	293520.37	292284.61	292374.95	1799	0	4500
2020.06.05	19:30:00	292358.14	293697.11	292110.86	293208.95	1799	0	4500
2020.06.05	20:00:00	293205.11	296768.94	293205.11	296393.28	1800	0	4500
2020.06.05	20:30:00	296352.94	297776.66	295796.84	296676.55	1800	0	4500
2020.06.05	21:00:00	296631.96	298632.72	296485.14	297754.64	1800	0	4500
2020.06.05	21:30:00	297748.95	298689.10	297126.89	297182.67	1800	0	4500
2020.06.05	22:00:00	297191.94	297726.93	296260.75	296715.15	1800	0	4500
2020.06.05	22:30:00	296713.75	297289.37	295987.87	297063.95	1800	0	4500
2020.06.05	23:00:00	297086.14	298892.51	296879.87	297682.30	1800	0	4500
2020.06.05	23:30:00	297669.10	299079.15	297542.35	298980.01	1800	0	4500
2020.06.06	00:00:00	298969.76	298969.76	297226.02	297836.91	1800	0	4500
2020.06.06	00:30:00	297858.56	298150.39	296594.66	297210.21	1800	0	4500
2020.06.06	01:00:00	297218.99	300651.18	297096.79	299163.95	1799	0	4500
2020.06.06	01:30:00	299115.66	300385.12	298684.33	299876.44	1800	0	4500
2020.06.06	02:00:00	299867.59	300718.88	299108.56	300498.48	1800	0	4500
2020.06.06	02:30:00	300485.41	301467.35	299981.43	300528.06	1800	0	4500
2020.06.06	03:00:00	300578.43	301979.35	299865.38	301419.56	1800	0	4500
2020.06.06	03:30:00	301418.70	303314.30	301401.61	303167.24	1799	0	4500
2020.06.06	04:00:00	303205.05	305030.79	303205.05	304964.53	1799	0	4500
2020.06.06	04:30:00	304993.12	305250.05	303905.07	303933.14	1799	0	4500
2020.06.06	05:00:00	303942.39	304583.20	303398.03	303519.89	1799	0	4500
2020.06.06	05:30:00	303497.87	304201.13	302623.09	303944.11	1800	0	4500
2020.06.06	06:00:00	303951.79	304539.30	303540.82	304026.86	1800	0	4500
2020.06.06	06:30:00	304044.76	304046.15	302347.49	302522.63	1800	0	4500
2020.06.06	07:00:00	302573.76	304808.12	302573.76	304487.85	1800	0	4500
2020.06.06	07:30:00	304496.36	306115.82	303548.60	306096.58	1800	0	4500
2020.06.06	08:00:00	306073.55	306892.00	305531.54	305857.81	1799	0	4500
2020.06.06	08:30:00	305826.07	306538.10	305084.89	305136.71	1800	0	4500
2020.06.06	09:00:00	305117.04	306364.42	304547.84	304763.43	1800	0	4500
2020.06.06	09:30:00	304802.57	306208.87	304795.00	305680.98	1799	0	4500
2020.06.06	10:00:00	305712.19	306682.23	305607.86	305814.90	1800	0	4500
2020.06.06	10:30:00	305807.97	306281.95	305026.37	305113.49	1800	0	4500
2020.06.06	11:00:00	305132.64	306245.37	304386.35	306242.21	1800	0	4500
2020.06.06	11:30:00	306179.55	307032.65	305875.91	306000.69	1800	0	4500
2020.06.06	12:00:00	306045.20	306082.04	304919.81	305002.06	1799	0	4500
2020.06.06	12:30:00	305016.02	306097.02	304257.73	305753.57	1799	0	4500
2020.06.06	13:00:00	305717.61	307607.37	305596.82	307475.83	1799	0	4500
2020.06.06	13:30:00	307502.85	309129.23	307194.56	308989.00	1800	0	4500
2020.06.06	14:00:00	309011.61	311575.25	308916.35	311550.39	1799	0	4500
2020.06.06	14:30:00	311558.35	312967.97	311413.86	311463.03	1800	0	4500
2020.06.06	15:00:00	311466.66	311954.88	310765.60	311467.33	1799	0	4500
2020.06.06	15:30:00	311451.56	313003.26	311037.89	312657.35	1800	0	4500
2020.06.06	16:00:00	312659.83	314806.42	312474.40	314517.87	1800	0	4500
2020.06.06	16:30:00	314482.97	314668.63	313186.59	313306.41	1800	0	4500
2020.06.06	17:00:00	313266.44	315192.01	312880.62	314631.72	1800	0	4500
2020.06.06	17:30:00	314582.98	315208.62	313746.45	314822.43	1800	0	4500
2020.06.06	18:00:00	314826.87	315757.57	313829.79	315478.58	1800	0	4500
2020.06.06	18:30:00	315442.81	316718.82	315384.29	315884.70	1800	0	4500
2020.06.06	19:00:00	315853.44	316857.92	314689.62	314744.53	1800	0	4500
2020.06.06	19:30:00	314726.27	315064.06	313552.35	314464.18	1800	0	4500
2020.06.06	20:00:00	314434.14	314607.46	312948.05	313428.51	1800	0	4500
2020.06.06	20:30:00	313423.51	314450.50	313192.44	313291.73	1799	0	4500
2020.06.06	21:00:00	313247.88	314821.20	312291.59	314355.27	1799	0	4500
2020.06.06	21:30:00	314343.22	314521.22	313225.73	314307.82	1800	0	4500
2020.06.06	22:00:00	314327.17	314618.20	312501.82	313161.45	1800	0	4500
2020.06.06	22:30:00	313140.07	313450.88	311792.25	312334.61	1800	0	4500
2020.06.06	23:00:00	312338.73	312476.10	310909.73	311983.80	1800	0	4500
2020.06.06	23:30:00	311979.46	314001.12	311840.26	312486.12	1800	0	4500
2020.06.07	00:00:00	312502.61	312999.17	310973.58	311083.58	1800	0	4500
2020.06.07	00:30:00	311106.41	311668.25	310618.03	310873.23	1800	0	4500
2020.06.07	01:00:00	310844.98	311405.17	310196.31	310450.30	1799	0	4500
2020.06.07	01:30:00	310451.81	310655.52	308726.38	309330.69	1800	0	4500
2020.06.07	02:00:00	309341.91	309526.20	306942.04	307235.90	1800	0	4500
2020.06.07	02:30:00	307224.78	308684.21	306825.95	308407.69	1800	0	4500
2020.06.07	03:00:00	308409.17	309199.53	307670.45	308572.54	1800	0	4500
2020.06.07	03:30:00	308588.60	308777.82	306026.38	306155.98	1800	0	4500
2020.06.07	04:00:00	306165.13	306346.40	305112.66	305192.82	1800	0	4500
2020.06.07	04:30:00	305215.09	306464.57	304951.02	306065.12	1800	0	4500
2020.06.07	05:00:00	306085.25	308090.79	305825.09	307422.62	1800	0	4500
2020.06.07	05:30:00	307436.82	307742.37	306704.53	307433.95	1800	0	4500
2020.06.07	06:00:00	307412.43	308371.84	306964.07	308134.72	1800	0	4500
2020.06.07	06:30:00	308143.49	309317.19	307883.41	308487.25	1800	0	4500
2020.06.07	07:00:00	308457.05	309858.58	308381.89	309379.13	1800	0	4500
2020.06.07	07:30:00	309370.02	310267.08	309100.95	309389.58	1800	0	4500
2020.06.07	08:00:00	309375.42	309700.80	308070.77	308669.57	1800	0	4500
2020.06.07	08:30:00	308705.81	310124.97	308098.89	310079.31	1800	0	4500
2020.06.07	09:00:00	310090.37	310100.05	308371.00	308373.19	1800	0	4500
2020.06.07	09:30:00	308375.96	309697.24	308258.73	309225.83	1800	0	4500
2020.06.07	10:00:00	309246.19	311265.07	309120.42	311097.20	1798	0	4500
2020.06.07	10:30:00	311161.62	311332.79	309072.53	309754.40	1799	0	4500
2020.06.07	11:00:00	309807.55	310733.16	309575.16	310688.22	1800	0	4500
2020.06.07	11:30:00	310688.10	310831.24	308946.85	310061.98	1800	0	4500
2020.06.07	12:00:00	310040.04	310833.45	309465.95	310096.27	1800	0	4500
2020.06.07	12:30:00	310106.07	311653.56	309809.68	311235.14	1800	0	4500
2020.06.07	13:00:00	311191.55	313273.56	310781.35	313027.93	1800	0	4500
2020.06.07	13:30:00	313052.51	314194.75	312235.12	313573.32	1799	0	4500
2020.06.07	14:00:00	313573.88	315198.74	313569.95	314356.59	1800	0	4500
2020.06.07	14:30:00	314319.01	314526.89	313159.17	313228.24	1800	0	4500
2020.06.07	15:00:00	313212.77	313379.21	311216.73	311496.15	1800	0	4500
2020.06.07	15:30:00	311480.57	312080.76	310315.98	311831.69	1800	0	4500
2020.06.07	16:00:00	311784.37	313531.28	311552.76	313387.12	1800	0	4500
2020.06.07	16:30:00	313393.00	314844.06	312833.16	313935.01	1800	0	4500
2020.06.07	17:00:00	313907.74	314825.11	313496.27	313777.17	1800	0	4500
2020.06.07	17:30:00	313803.13	314790.64	312984.32	314779.62	1800	0	4500
2020.06.07	18:00:00	314719.92	315157.37	313047.45	313168.30	1799	0	4500
2020.06.07	18:30:00	313186.25	314212.22	312478.34	312821.85	1800	0	4500
2020.06.07	19:00:00	312821.67	313761.69	312653.18	313279.41	1800	0	4500
2020.06.07	19:30:00	313266.08	314094.45	311761.17	312419.78	1800	0	4500
2020.06.07	20:00:00	312452.92	312998.53	311402.41	312668.73	1799	0	4500
2020.06.07	20:30:00	312665.08	312917.81	311116.16	311828.33	1798	0	4500
2020.06.07	21:00:00	311858.11	312627.72	311179.09	311246.51	1800	0	4500
2020.06.07	21:30:00	311248.27	311623.36	309861.79	310647.03	1799	0	4500
2020.06.07	22:00:00	310617.30	310855.18	309537.75	309758.47	1800	0	4500
2020.06.07	22:30:00	309730.64	310134.83	307681.20	307878.48	1799	0	4500
2020.06.07	23:00:00	307884.63	308965.95	306714.33	308740.83	1799	0	4500
2020.06.07	23:30:00	308766.13	309650.26	307554.41	307700.19	1800	0	4500
2020.06.08	00:00:00	307690.01	308456.48	307327.30	307768.70	1800	0	4500
2020.06.08	00:30:00	307771.40	309707.66	307391.26	309707.66	1800	0	4500
2020.06.08	01:00:00	309721.76	309736.86	306479.17	307700.46	1800	0	4500
2020.06.08	01:30:00	307710.92	309229.46	307443.55	308185.95	1799	0	4500
2020.06.08	02:00:00	308220.96	308272.17	305840.69	306201.13	1799	0	4500
2020.06.08	02:30:00	306211.16	306340.11	304421.67	305279.11	1800	0	4500
2020.06.08	03:00:00	305281.09	305775.27	304834.38	305173.74	1800	0	4500
2020.06.08	03:30:00	305224.95	305774.39	304515.49	304725.92	1800	0	4500
2020.06.08	04:00:00	304697.75	306044.13	304271.17	305096.71	1798	0	4500
2020.06.08	04:30:00	305082.06	305082.06	303463.93	303756.09	1800	0	4500
2020.06.08	05:00:00	303763.68	304108.21	302630.66	302853.81	1800	0	4500
2020.06.08	05:30:00	302901.03	304554.39	302180.95	304522.09	1800	0	4500
2020.06.08	06:00:00	304521.64	305192.23	303669.18	304998.24	1800	0	4500
2020.06.08	06:30:00	304997.80	305951.17	304674.41	305451.14	1800	0	4500
2020.06.08	07:00:00	305498.32	305806.21	304092.60	305089.93	1800	0	4500
2020.06.08	07:30:00	305094.22	305634.11	304135.92	304850.48	1800	0	4500
2020.06.08	08:00:00	304837.51	306423.50	304520.32	305498.86	1800	0	4500
2020.06.08	08:30:00	305500.14	306746.78	305101.27	305867.26	1800	0	4500
2020.06.08	09:00:00	305886.89	306435.08	305105.85	305374.61	1800	0	4500
2020.06.08	09:30:00	305346.14	305965.36	304284.86	305255.74	1800	0	4500
2020.06.08	10:00:00	305285.34	305513.49	303528.85	303909.34	1800	0	4500
2020.06.08	10:30:00	303905.16	304236.14	303287.05	303729.19	1799	0	4500
2020.06.08	11:00:00	303688.05	303891.80	302626.98	303810.71	1800	0	4500
2020.06.08	11:30:00	303806.74	304016.60	301481.97	301990.26	1800	0	4500
2020.06.08	12:00:00	302054.98	302213.55	300813.54	301242.97	1800	0	4500
2020.06.08	12:30:00	301195.60	301504.65	299629.60	300542.80	1800	0	4500
2020.06.08	13:00:00	300535.86	300946.64	298414.48	298806.32	1800	0	4500
2020.06.08	13:30:00	298833.54	298867.91	297937.62	298354.73	1800	0	4500
2020.06.08	14:00:00	298329.82	298604.30	296538.48	296780.36	1800	0	4500
2020.06.08	14:30:00	296779.60	297215.04	295835.81	296856.69	1800	0	4500
2020.06.08	15:00:00	296851.50	296879.44	295312.14	295859.21	1800	0	4500
2020.06.08	15:30:00	295864.67	297900.61	295701.26	297434.25	1799	0	4500
2020.06.08	16:00:00	297445.45	297537.96	294959.94	295004.04	1800	0	4500
2020.06.08	16:30:00	295004.24	296596.52	294862.28	295825.10	1800	0	4500
2020.06.08	17:00:00	295837.46	296516.15	295391.85	296153.93	1800	0	4500
2020.06.08	17:30:00	296183.11	296393.58	294342.11	294601.42	1800	0	4500
2020.06.08	18:00:00	294609.91	294939.47	293693.53	294248.48	1800	0	4500
2020.06.08	18:30:00	294232.06	295434.46	293652.14	294404.71	1799	0	4500
2020.06.08	19:00:00	294372.53	296209.02	294253.58	296130.39	1800	0	4500
2020.06.08	19:30:00	296156.53	296306.98	294857.08	295400.50	1800	0	4500
2020.06.08	20:00:00	295392.52	295656.96	294423.79	294622.90	1800	0	4500
2020.06.08	20:30:00	294631.49	296009.01	294434.91	295244.68	1800	0	4500
2020.06.08	21:00:00	295239.54	296082.51	294373.41	295508.53	1799	0	4500
2020.06.08	21:30:00	295518.37	296788.80	294679.45	296382.40	1800	0	4500
2020.06.08	22:00:00	296367.45	297029.26	294935.31	295221.69	1800	0	4500
2020.06.08	22:30:00	295238.05	296947.95	295193.55	295746.05	1800	0	4500
2020.06.08	23:00:00	295671.94	296198.61	295295.25	295553.60	1799	0	4500
2020.06.08	23:30:00	295596.51	296830.92	295596.51	296629.42	1800	0	4500
2020.06.09	00:00:00	296603.33	298167.44	295945.60	297920.16	1800	0	4500
2020.06.09	00:30:00	297893.28	298038.77	296861.79	297720.12	1798	0	4500
2020.06.09	01:00:00	297748.78	297807.86	296136.61	296411.95	1800	0	4500
2020.06.09	01:30:00	296446.07	297609.95	296407.79	297297.87	1800	0	4500
2020.06.09	02:00:00	297335.90	298207.21	296739.26	297813.09	1800	0	4500
2020.06.09	02:30:00	297828.59	298589.65	296686.76	296790.23	1799	0	4500
2020.06.09	03:00:00	296789.79	297501.80	296504.36	296886.02	1800	0	4500
2020.06.09	03:30:00	296887.22	297621.79	296375.63	297203.37	1800	0	4500
2020.06.09	04:00:00	297196.55	300130.00	297138.21	299642.63	1800	0	4500
2020.06.09	04:30:00	299638.71	300121.67	298814.43	298973.76	1800	0	4500
2020.06.09	05:00:00	298934.92	301189.23	298742.70	301090.82	1800	0	4500
2020.06.09	05:30:00	301097.63	304028.17	300880.33	303803.14	1800	0	4500
2020.06.09	06:00:00	303797.34	303912.54	301988.37	302126.51	1800	0	4500
2020.06.09	06:30:00	302099.45	302662.71	300835.97	302561.45	1800	0	4500
2020.06.09	07:00:00	302558.41	302982.07	302078.21	302943.00	1800	0	4500
2020.06.09	07:30:00	302925.47	302925.49	301304.12	301965.15	1799	0	4500
2020.06.09	08:00:00	301962.39	304389.49	301787.92	303679.97	1800	0	4500
2020.06.09	08:30:00	303700.84	304065.14	302241.30	303700.33	1800	0	4500
2020.06.09	09:00:00	303695.66	304901.22	303654.53	304271.96	1800	0	4500
2020.06.09	09:30:00	304272.16	304812.99	302124.16	302279.97	1800	0	4500
2020.06.09	10:00:00	302259.26	304287.99	302035.34	304107.43	1800	0	4500
2020.06.09	10:30:00	304074.49	304435.18	303051.27	304006.47	1800	0	4500
2020.06.09	11:00:00	304038.61	305022.08	302626.94	302948.83	1787	0	4500
2020.06.09	11:30:00	302929.70	303945.43	302203.00	302403.40	1800	0	4500
2020.06.09	12:00:00	302425.24	303935.64	302310.66	303387.65	1800	0	4500
2020.06.09	12:30:00	303370.33	303379.76	302251.10	302703.95	1800	0	4500
2020.06.09	13:00:00	302731.48	303712.40	302259.43	302314.43	1800	0	4500
2020.06.09	13:30:00	302301.61	303089.70	301890.17	302400.72	1800	0	4500
2020.06.09	14:00:00	302396.71	302708.40	300618.89	301376.81	1799	0	4500
2020.06.09	14:30:00	301405.50	304011.26	301087.81	303439.11	1800	0	4500
2020.06.09	15:00:00	303411.03	305141.91	302834.87	304434.96	1798	0	4500
2020.06.09	15:30:00	304403.27	305494.62	303134.85	305259.58	1800	0	4500
2020.06.09	16:00:00	305281.86	306640.33	304730.53	305946.72	1800	0	4500
2020.06.09	16:30:00	305947.60	306891.99	305034.05	305608.68	1798	0	4500
2020.06.09	17:00:00	305660.57	306898.38	305040.96	306083.71	1800	0	4500
2020.06.09	17:30:00	306076.79	307756.56	306066.00	306668.23	1800	0	4500
2020.06.09	18:00:00	306683.79	309976.55	306478.10	309864.27	1799	0	4500
2020.06.09	18:30:00	309851.80	310367.29	308037.32	308405.11	1800	0	4500
2020.06.09	19:00:00	308429.81	309125.42	307172.45	307776.98	1800	0	4500
2020.06.09	19:30:00	307787.38	309654.60	307284.16	309646.35	1800	0	4500
2020.06.09	20:00:00	309628.89	310127.24	307976.79	308969.41	1800	0	4500
2020.06.09	20:30:00	308968.72	309851.83	308633.71	309113.88	1800	0	4500
2020.06.09	21:00:00	309093.03	312166.59	309079.44	312096.68	1798	0	4500
2020.06.09	21:30:00	312111.86	313032.10	311622.33	312965.52	1800	0	4500
2020.06.09	22:00:00	312978.49	315066.27	312960.96	314676.03	1800	0	4500
2020.06.09	22:30:00	314649.07	315355.84	314052.03	314284.90	1799	0	4500
2020.06.09	23:00:00	314299.34	315712.76	314290.03	314821.34	1800	0	4500
2020.06.09	23:30:00	314832.69	314867.29	313091.70	313350.75	1800	0	4500
2020.06.10	00:00:00	313415.29	313536.63	311555.46	312365.93	1800	0	4500
2020.06.10	00:30:00	312369.90	313895.80	311793.18	312581.75	1799	0	4500
2020.06.10	01:00:00	312535.14	313417.48	312224.66	312537.71	1799	0	4500
2020.06.10	01:30:00	312608.17	314511.45	312166.74	313706.90	1800	0	4500
2020.06.10	02:00:00	313693.53	315236.85	313570.47	315186.91	1800	0	4500
2020.06.10	02:30:00	315196.61	315196.61	312678.95	313624.75	1799	0	4500
2020.06.10	03:00:00	313602.86	315127.09	313236.53	314927.27	1800	0	4500
2020.06.10	03:30:00	314902.29	318236.09	314857.09	318082.28	1800	0	4500
2020.06.10	04:00:00	318090.47	318981.29	317438.76	318588.31	1800	0	4500
2020.06.10	04:30:00	318607.14	319155.81	317646.49	317671.04	1800	0	4500
2020.06.10	05:00:00	317689.37	318354.07	316986.48	317592.77	1800	0	4500
2020.06.10	05:30:00	317632.66	319948.32	317215.44	319898.70	1799	0	4500
2020.06.10	06:00:00	319907.40	320943.15	319382.52	320570.56	1799	0	4500
2020.06.10	06:30:00	320579.70	321619.99	320320.01	321429.68	1799	0	4500
2020.06.10	07:00:00	321464.93	321656.34	319381.95	319545.11	1799	0	4500
2020.06.10	07:30:00	319562.66	320159.40	318934.90	319378.98	1800	0	4500
2020.06.10	08:00:00	319363.90	319882.31	317675.80	318426.23	1800	0	4500
2020.06.10	08:30:00	318426.49	319591.19	317912.99	318803.24	1799	0	4500
2020.06.10	09:00:00	318812.09	320301.30	318775.71	319597.20	1800	0	4500
2020.06.10	09:30:00	319619.55	320079.30	318751.50	319197.13	1800	0	4500
2020.06.10	10:00:00	319202.89	320371.47	318657.01	319163.42	1800	0	4500
2020.06.10	10:30:00	319196.84	320166.58	318222.50	319328.17	1800	0	4500
2020.06.10	11:00:00	319326.45	320199.97	318783.89	320071.76	1800	0	4500
2020.06.10	11:30:00	320089.67	321601.46	319677.44	321520.84	1800	0	4500
2020.06.10	12:00:00	321485.65	322770.15	320769.03	322229.84	1799	0	4500
2020.06.10	12:30:00	322203.71	322708.28	318777.00	318999.52	1800	0	4500
2020.06.10	13:00:00	319009.30	319393.52	317088.67	317492.05	1800	0	4500
2020.06.10	13:30:00	317433.03	319191.77	317284.74	317910.98	1800	0	4500
2020.06.10	14:00:00	317934.77	318443.55	316033.97	316193.82	1800	0	4500
2020.06.10	14:30:00	316213.20	317233.50	316000.89	316227.45	1800	0	4500
2020.06.10	15:00:00	316236.60	317458.93	315745.57	316420.38	1799	0	4500
2020.06.10	15:30:00	316464.26	316786.39	315403.27	315684.45	1800	0	4500
2020.06.10	16:00:00	315711.80	315860.63	313165.59	314470.88	1800	0	4500
2020.06.10	16:30:00	314460.39	315152.62	313367.32	315028.52	1799	0	4500
2020.06.10	17:00:00	315075.64	315570.71	314027.67	315071.45	1800	0	4500
2020.06.10	17:30:00	315083.84	315558.63	314142.64	314632.82	1800	0	4500
2020.06.10	18:00:00	314651.12	315240.99	314127.91	314553.43	1800	0	4500
2020.06.10	18:30:00	314549.81	315828.90	314035.02	314801.54	1800	0	4500
2020.06.10	19:00:00	314854.26	315762.05	313737.98	315616.25	1800	0	4500
2020.06.10	19:30:00	315641.29	316281.53	314868.04	316121.99	1800	0	4500
2020.06.10	20:00:00	316105.89	318543.40	315911.39	318517.29	1800	0	4500
2020.06.10	20:30:00	318530.15	319472.98	317944.20	319324.02	1800	0	4500
2020.06.10	21:00:00	319329.08	320237.45	317367.77	317542.10	1800	0	4500
2020.06.10	21:30:00	317571.92	317917.77	316245.66	316959.65	1800	0	4500
2020.06.10	22:00:00	316964.43	318890.75	316771.62	317998.07	1800	0	4500
2020.06.10	22:30:00	317973.76	318586.30	316402.89	316919.28	1799	0	4500
2020.06.10	23:00:00	316923.50	317289.02	315817.75	316543.24	1800	0	4500
2020.06.10	23:30:00	316517.51	317915.07	316059.74	316139.36	1800	0	4500
2020.06.11	00:00:00	316171.78	316912.50	315277.53	316114.41	1799	0	4500
2020.06.11	00:30:00	316113.68	316825.27	315361.24	316809.15	1800	0	4500
