<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.03.01	11:30:00	585756.83	585885.23	584723.13	585474.52	900	0	6077
2023.03.01	11:45:00	585440.21	587707.21	585419.51	586067.53	900	0	6077
2023.03.01	12:00:00	586083.92	586242.04	583772.85	584727.35	900	0	6077
2023.03.01	12:15:00	584753.27	585759.44	584097.45	584396.73	900	0	6077
2023.03.01	12:30:00	584374.10	584845.44	583156.10	583893.85	900	0	6077
2023.03.01	12:45:00	583976.09	585437.62	583724.11	585356.45	900	0	6077
2023.03.01	13:00:00	585407.87	587323.90	584750.73	586241.86	900	0	6077
2023.03.01	13:15:00	586312.07	586724.92	584496.67	584878.31	900	0	6077
2023.03.01	13:30:00	584868.44	587285.93	584562.82	587003.77	900	0	6077
2023.03.01	13:45:00	587020.10	587483.62	584212.63	584685.50	900	0	6077
2023.03.01	14:00:00	584671.95	586920.13	584576.13	585452.46	900	0	6077
2023.03.01	14:15:00	585518.55	586142.48	584451.54	584827.38	900	0	6077
2023.03.01	14:30:00	584882.78	585696.51	583031.46	583256.18	900	0	6077
2023.03.01	14:45:00	583248.63	584786.25	582955.41	584132.41	900	0	6077
2023.03.01	15:00:00	584128.07	584448.98	581776.72	583084.75	900	0	6077
2023.03.01	15:15:00	583038.15	584594.18	582527.46	582770.47	900	0	6077
2023.03.01	15:30:00	582888.76	584016.60	582060.30	582698.23	900	0	6077
2023.03.01	15:45:00	582682.12	583752.84	581536.21	582197.24	900	0	6077
2023.03.01	16:00:00	582250.11	582605.03	579842.80	581254.19	900	0	6077
2023.03.01	16:15:00	581261.03	582679.40	580570.53	582154.18	900	0	6077
2023.03.01	16:30:00	582083.70	582442.23	580744.62	580940.27	900	0	6077
2023.03.01	16:45:00	580925.63	581115.18	578807.64	580349.96	900	0	6077
2023.03.01	17:00:00	580363.48	581435.12	580193.13	580631.14	900	0	6077
2023.03.01	17:15:00	580624.36	582656.82	580107.81	581033.88	900	0	6077
2023.03.01	17:30:00	581118.80	583672.63	581115.40	583212.57	900	0	6077
2023.03.01	17:45:00	583253.85	583974.92	580308.41	580308.41	900	0	6077
2023.03.01	18:00:00	580276.11	580659.83	577361.83	577473.26	900	0	6077
2023.03.01	18:15:00	577482.49	579523.61	577176.68	578732.79	899	0	6077
2023.03.01	18:30:00	578742.93	580690.78	578210.02	580147.43	900	0	6077
2023.03.01	18:45:00	580110.79	580208.35	577110.38	577562.83	900	0	6077
2023.03.01	19:00:00	577485.91	580919.35	576726.92	580890.64	900	0	6077
2023.03.01	19:15:00	580960.02	581121.65	578523.95	579974.18	900	0	6077
2023.03.01	19:30:00	580012.47	583054.75	579615.04	581850.83	900	0	6077
2023.03.01	19:45:00	581904.21	582311.09	580888.47	581143.04	900	0	6077
2023.03.01	20:00:00	581172.63	584277.85	581102.84	583901.57	900	0	6077
2023.03.01	20:15:00	583838.77	585236.41	583746.13	584249.87	900	0	6077
2023.03.01	20:30:00	584292.29	586710.58	583714.63	586236.37	900	0	6077
2023.03.01	20:45:00	586227.21	586342.83	584113.80	584643.91	900	0	6077
2023.03.01	21:00:00	584551.42	586682.06	584374.10	585408.41	900	0	6077
2023.03.01	21:15:00	585430.87	587283.37	585001.02	586269.86	900	0	6077
2023.03.01	21:30:00	586129.46	587098.29	584983.62	586208.45	900	0	6077
2023.03.01	21:45:00	586243.73	587295.11	585141.85	585802.25	900	0	6077
2023.03.01	22:00:00	585746.47	587399.51	585454.10	586171.01	900	0	6077
2023.03.01	22:15:00	586220.77	587870.10	585871.11	586251.59	900	0	6077
2023.03.01	22:30:00	586302.89	587755.19	585778.41	586789.09	900	0	6077
2023.03.01	22:45:00	586738.58	588548.19	585024.19	585024.19	900	0	6077
2023.03.01	23:00:00	585085.26	585877.84	583554.72	584873.13	900	0	6077
2023.03.01	23:15:00	584860.74	586920.14	584564.99	586673.36	900	0	6077
2023.03.01	23:30:00	586733.21	587058.07	584645.53	585249.62	900	0	6077
2023.03.01	23:45:00	585175.11	588416.21	584182.47	587909.73	900	0	6077
2023.03.02	00:00:00	587936.74	591110.79	587722.68	590254.98	900	0	6077
2023.03.02	00:15:00	590246.42	591779.02	589917.84	590672.00	900	0	6077
2023.03.02	00:30:00	590670.49	590959.54	588041.77	590005.25	900	0	6077
2023.03.02	00:45:00	590060.76	590398.60	587495.60	587782.18	900	0	6077
2023.03.02	01:00:00	587826.56	589010.77	586744.27	586816.73	900	0	6077
2023.03.02	01:15:00	586824.66	588530.24	585881.10	587984.73	900	0	6077
2023.03.02	01:30:00	587961.76	588348.56	586230.75	586382.12	900	0	6077
2023.03.02	01:45:00	586413.48	588086.70	585350.19	588086.70	900	0	6077
2023.03.02	02:00:00	588030.63	588339.30	586520.51	587491.97	900	0	6077
2023.03.02	02:15:00	587492.05	587601.32	586253.69	586790.38	900	0	6077
2023.03.02	02:30:00	586726.73	589997.57	586456.20	589245.07	899	0	6077
2023.03.02	02:45:00	589244.04	590069.87	587991.94	588880.57	900	0	6077
2023.03.02	03:00:00	588958.57	591934.19	588438.48	591446.36	900	0	6077
2023.03.02	03:15:00	591495.53	592747.99	589410.05	589997.93	900	0	6077
2023.03.02	03:30:00	590032.64	592322.66	589590.88	592226.13	900	0	6077
2023.03.02	03:45:00	592276.47	593159.15	591409.63	592662.32	900	0	6077
2023.03.02	04:00:00	592666.24	595112.19	592403.36	594842.62	900	0	6077
2023.03.02	04:15:00	594720.77	598355.88	594237.86	597745.86	900	0	6077
2023.03.02	04:30:00	597845.26	599017.82	597304.80	597956.63	900	0	6077
2023.03.02	04:45:00	597937.40	599387.66	597272.70	598716.34	900	0	6077
2023.03.02	05:00:00	598711.98	600321.26	598168.39	599349.28	900	0	6077
2023.03.02	05:15:00	599346.38	599472.40	597666.05	599314.69	900	0	6077
2023.03.02	05:30:00	599254.71	599529.57	597593.55	599529.57	900	0	6077
2023.03.02	05:45:00	599597.52	601419.68	599257.44	600618.12	900	0	6077
2023.03.02	06:00:00	600681.25	601093.07	597329.75	597583.14	900	0	6077
2023.03.02	06:15:00	597511.25	599556.02	596637.76	598941.59	900	0	6077
2023.03.02	06:30:00	598993.89	599258.91	596946.91	598260.78	900	0	6077
2023.03.02	06:45:00	598296.44	598758.84	596722.48	598511.87	898	0	6077
2023.03.02	07:00:00	598545.63	598882.07	596179.76	596743.37	900	0	6077
2023.03.02	07:15:00	596754.25	596840.34	593187.13	594114.37	900	0	6077
2023.03.02	07:30:00	594120.30	594818.74	592415.96	594780.06	900	0	6077
2023.03.02	07:45:00	594720.62	595826.67	593337.46	595704.68	900	0	6077
2023.03.02	08:00:00	595776.68	597173.80	595058.22	596265.43	900	0	6077
2023.03.02	08:15:00	596296.04	596342.49	592840.21	592881.17	900	0	6077
2023.03.02	08:30:00	592920.03	595278.24	592920.03	594267.26	900	0	6077
2023.03.02	08:45:00	594249.33	595310.80	593562.62	594532.63	900	0	6077
2023.03.02	09:00:00	594519.51	595898.33	593880.20	594204.31	900	0	6077
2023.03.02	09:15:00	594258.61	597364.35	594127.84	596933.24	900	0	6077
2023.03.02	09:30:00	596864.01	597120.84	593766.08	594042.94	899	0	6077
2023.03.02	09:45:00	594014.79	595467.30	593138.68	594405.77	900	0	6077
2023.03.02	10:00:00	594404.39	595445.03	593236.20	593633.22	900	0	6077
2023.03.02	10:15:00	593690.40	595178.81	592906.01	594626.55	900	0	6077
2023.03.02	10:30:00	594622.93	595233.81	593688.14	594939.89	900	0	6077
2023.03.02	10:45:00	594905.46	596045.64	594093.26	595426.64	900	0	6077
2023.03.02	11:00:00	595413.49	595483.56	593143.02	595378.57	900	0	6077
2023.03.02	11:15:00	595394.38	596198.91	593421.51	594040.95	900	0	6077
2023.03.02	11:30:00	593982.69	594809.91	591348.66	591381.29	899	0	6077
2023.03.02	11:45:00	591404.51	592008.34	589187.10	590403.93	900	0	6077
2023.03.02	12:00:00	590355.59	590533.38	589114.03	589429.25	900	0	6077
2023.03.02	12:15:00	589406.61	590354.95	588369.98	589176.61	899	0	6077
2023.03.02	12:30:00	589156.49	590077.62	588173.07	588899.35	900	0	6077
2023.03.02	12:45:00	588982.50	589104.58	587314.02	588089.73	900	0	6077
2023.03.02	13:00:00	588101.34	589565.78	587295.43	587491.55	899	0	6077
2023.03.02	13:15:00	587549.26	589717.01	587149.84	589641.07	900	0	6077
2023.03.02	13:30:00	589659.05	591116.48	588732.10	590900.48	900	0	6077
2023.03.02	13:45:00	590877.77	591061.11	588714.70	589936.99	900	0	6077
2023.03.02	14:00:00	589949.86	590421.27	588393.16	589084.72	900	0	6077
2023.03.02	14:15:00	589031.77	591690.00	588240.04	591690.00	900	0	6077
2023.03.02	14:30:00	591740.57	591773.89	589728.98	590136.19	900	0	6077
2023.03.02	14:45:00	590179.48	592235.16	589719.67	589823.48	900	0	6077
2023.03.02	15:00:00	589772.14	591419.71	589254.70	590321.26	899	0	6077
2023.03.02	15:15:00	590373.11	591056.44	589605.40	590530.94	900	0	6077
2023.03.02	15:30:00	590534.53	590676.49	588372.19	589886.60	900	0	6077
2023.03.02	15:45:00	589831.64	590398.26	588913.91	590022.56	900	0	6077
2023.03.02	16:00:00	589982.83	592856.25	589951.12	592303.61	900	0	6077
2023.03.02	16:15:00	592291.99	592364.10	590092.46	591117.07	900	0	6077
2023.03.02	16:30:00	591108.18	591134.87	589033.97	590167.81	900	0	6077
2023.03.02	16:45:00	590071.83	591156.38	588903.58	590890.68	900	0	6077
2023.03.02	17:00:00	590899.76	591955.96	590160.43	590742.70	900	0	6077
2023.03.02	17:15:00	590888.41	590917.34	589037.18	589398.71	900	0	6077
2023.03.02	17:30:00	589415.91	590446.23	588734.38	589427.25	900	0	6077
2023.03.02	17:45:00	589457.56	590452.06	588840.92	589172.60	900	0	6077
2023.03.02	18:00:00	589150.40	591666.87	588889.25	591539.82	900	0	6077
2023.03.02	18:15:00	591553.43	592544.31	591260.68	591784.34	900	0	6077
2023.03.02	18:30:00	591686.67	592342.16	590531.32	591680.63	900	0	6077
2023.03.02	18:45:00	591723.86	595178.83	591722.51	594397.34	900	0	6077
2023.03.02	19:00:00	594445.74	596799.89	593645.32	596546.18	900	0	6077
2023.03.02	19:15:00	596571.66	598167.54	595817.43	596644.12	899	0	6077
2023.03.02	19:30:00	596631.46	597175.51	594940.78	596380.24	900	0	6077
2023.03.02	19:45:00	596384.86	597475.73	594843.82	595697.20	900	0	6077
2023.03.02	20:00:00	595737.34	598156.83	595548.67	597181.17	900	0	6077
2023.03.02	20:15:00	597089.52	597897.51	594758.50	595633.28	900	0	6077
2023.03.02	20:30:00	595640.70	597181.83	595410.81	596535.68	900	0	6077
2023.03.02	20:45:00	596613.51	597425.41	594830.78	597138.69	900	0	6077
2023.03.02	21:00:00	597185.75	599842.21	596745.83	599214.72	900	0	6077
2023.03.02	21:15:00	599196.80	602331.40	599196.80	602279.69	900	0	6077
2023.03.02	21:30:00	602277.03	602924.01	601408.82	601495.78	900	0	6077
2023.03.02	21:45:00	601502.03	603478.13	601203.38	603392.30	900	0	6077
2023.03.02	22:00:00	603396.31	603787.45	601613.88	602923.14	900	0	6077
2023.03.02	22:15:00	602922.30	603668.84	601558.07	603297.66	900	0	6077
2023.03.02	22:30:00	603314.96	604348.66	601524.06	601992.64	900	0	6077
2023.03.02	22:45:00	602014.47	604460.74	601609.41	603842.65	900	0	6077
2023.03.02	23:00:00	603775.02	604959.50	602571.67	604301.30	900	0	6077
2023.03.02	23:15:00	604340.20	606237.66	603657.52	605766.79	899	0	6077
2023.03.02	23:30:00	605817.25	605836.25	603248.81	603792.53	900	0	6077
2023.03.02	23:45:00	603769.13	603893.09	601765.28	602580.91	900	0	6077
2023.03.03	00:00:00	602605.72	603009.01	600802.55	602925.75	900	0	6077
2023.03.03	00:15:00	602909.18	603715.38	600228.55	600496.69	900	0	6077
2023.03.03	00:30:00	600572.06	600899.80	599072.66	600133.97	900	0	6077
2023.03.03	00:45:00	600194.98	600529.26	599009.50	599072.56	900	0	6077
2023.03.03	01:00:00	599105.76	600428.99	598001.23	598529.26	900	0	6077
2023.03.03	01:15:00	598539.66	599802.59	597687.36	599303.70	900	0	6077
2023.03.03	01:30:00	599345.27	600351.78	598367.78	600004.48	899	0	6077
2023.03.03	01:45:00	600017.22	600617.21	598792.00	599425.95	900	0	6077
2023.03.03	02:00:00	599443.58	600362.22	599027.77	599774.92	900	0	6077
2023.03.03	02:15:00	599761.59	600276.89	597779.93	598553.79	900	0	6077
2023.03.03	02:30:00	598576.18	600564.75	597932.16	599050.79	900	0	6077
2023.03.03	02:45:00	599085.75	599183.65	596733.56	596818.82	900	0	6077
2023.03.03	03:00:00	596790.72	597477.06	595934.64	597147.13	900	0	6077
2023.03.03	03:15:00	597135.13	598566.26	596318.39	597814.46	900	0	6077
2023.03.03	03:30:00	597777.46	598948.87	596905.60	597100.75	900	0	6077
2023.03.03	03:45:00	597106.68	597491.64	594315.05	594733.70	900	0	6077
2023.03.03	04:00:00	594673.59	595267.41	593028.44	593724.95	898	0	6077
2023.03.03	04:15:00	593769.01	596068.98	592465.62	592465.62	900	0	6077
2023.03.03	04:30:00	592422.25	593739.95	591855.84	592786.15	900	0	6077
2023.03.03	04:45:00	592741.74	594543.31	592552.89	592736.20	900	0	6077
2023.03.03	05:00:00	592805.79	593810.92	591452.60	593029.56	900	0	6077
2023.03.03	05:15:00	592902.29	592917.32	589277.58	591244.25	900	0	6077
2023.03.03	05:30:00	591157.88	591250.91	587173.75	587403.95	899	0	6077
2023.03.03	05:45:00	587401.63	588310.87	586420.48	587195.48	900	0	6077
2023.03.03	06:00:00	587202.56	588946.66	587104.05	587363.77	900	0	6077
2023.03.03	06:15:00	587430.24	587549.79	586056.60	586719.80	900	0	6077
2023.03.03	06:30:00	586680.37	587510.55	584350.65	586683.88	900	0	6077
2023.03.03	06:45:00	586627.27	589180.93	586465.52	589152.92	900	0	6077
2023.03.03	07:00:00	589193.09	590350.25	587791.38	588215.76	900	0	6077
2023.03.03	07:15:00	588311.42	589464.20	587456.86	587723.44	900	0	6077
2023.03.03	07:30:00	587790.39	589330.00	586913.02	588112.77	900	0	6077
2023.03.03	07:45:00	588095.54	590629.68	588095.54	589896.47	900	0	6077
2023.03.03	08:00:00	589859.17	590633.73	588460.67	590088.17	900	0	6077
2023.03.03	08:15:00	590107.38	595117.23	589662.82	593773.06	900	0	6077
2023.03.03	08:30:00	593801.83	596604.76	593749.03	595903.10	900	0	6077
2023.03.03	08:45:00	595861.18	598881.58	594892.51	598408.91	900	0	6077
2023.03.03	09:00:00	598347.58	599673.22	597649.32	599152.70	900	0	6077
2023.03.03	09:15:00	599171.93	599448.40	596756.50	596898.88	900	0	6077
2023.03.03	09:30:00	596904.85	597135.39	594370.81	594710.77	900	0	6077
2023.03.03	09:45:00	594831.80	595453.49	594183.40	594424.80	900	0	6077
2023.03.03	10:00:00	594446.70	599150.61	594359.98	598986.16	900	0	6077
2023.03.03	10:15:00	599053.15	600195.40	598158.81	598244.30	900	0	6077
2023.03.03	10:30:00	598173.57	598173.57	596216.49	596594.02	900	0	6077
2023.03.03	10:45:00	596599.46	597712.61	595357.65	595937.64	900	0	6077
2023.03.03	11:00:00	595967.78	596558.42	594662.33	594813.21	900	0	6077
2023.03.03	11:15:00	594718.84	594754.25	591653.09	591683.06	900	0	6077
2023.03.03	11:30:00	591737.75	592224.92	590338.67	592054.35	900	0	6077
2023.03.03	11:45:00	592055.36	592849.77	590004.54	592728.77	900	0	6077
2023.03.03	12:00:00	592682.07	593001.50	589532.68	590103.43	900	0	6077
2023.03.03	12:15:00	590125.37	591483.74	589284.90	589931.67	900	0	6077
2023.03.03	12:30:00	589863.78	591474.64	589674.35	591244.18	900	0	6077
2023.03.03	12:45:00	591267.05	591270.25	588978.41	589550.34	900	0	6077
2023.03.03	13:00:00	589520.78	589907.36	587706.59	588494.33	900	0	6077
2023.03.03	13:15:00	588521.53	590003.47	588366.63	589107.65	900	0	6077
2023.03.03	13:30:00	589137.21	590500.51	588731.79	589604.42	900	0	6077
2023.03.03	13:45:00	589632.53	590216.04	589050.84	589373.97	900	0	6077
2023.03.03	14:00:00	589418.90	589418.90	587026.42	587686.51	900	0	6077
2023.03.03	14:15:00	587729.65	588838.13	587062.28	588437.49	900	0	6077
2023.03.03	14:30:00	588410.06	591351.01	588014.82	591119.67	900	0	6077
2023.03.03	14:45:00	591036.96	592377.40	590375.85	590923.81	900	0	6077
2023.03.03	15:00:00	590936.46	592045.46	588303.47	588303.47	900	0	6077
2023.03.03	15:15:00	588303.67	589114.08	587370.12	588263.10	900	0	6077
2023.03.03	15:30:00	588181.07	589970.33	587697.80	588906.42	900	0	6077
2023.03.03	15:45:00	588877.24	589977.82	587597.30	588619.80	900	0	6077
2023.03.03	16:00:00	588606.30	590177.44	587929.27	589092.99	899	0	6077
2023.03.03	16:15:00	589072.54	591396.90	587967.99	590971.26	899	0	6077
2023.03.03	16:30:00	590977.43	591964.05	588769.75	589187.25	900	0	6077
2023.03.03	16:45:00	589186.74	589588.51	586711.46	586760.14	900	0	6077
2023.03.03	17:00:00	586845.93	591515.16	586764.60	591515.16	900	0	6077
2023.03.03	17:15:00	591513.02	593091.72	590663.82	591545.24	900	0	6077
2023.03.03	17:30:00	591491.40	591948.37	590124.90	590517.23	900	0	6077
2023.03.03	17:45:00	590527.04	591354.39	588650.99	590761.63	900	0	6077
2023.03.03	18:00:00	590771.65	591446.64	589671.02	590264.52	900	0	6077
2023.03.03	18:15:00	590284.76	591704.56	588739.05	588979.95	900	0	6077
2023.03.03	18:30:00	588907.03	590310.02	587015.51	587267.56	900	0	6077
2023.03.03	18:45:00	587239.81	589761.85	587052.66	588187.85	900	0	6077
2023.03.03	19:00:00	588168.40	588502.75	584670.66	586124.81	900	0	6077
2023.03.03	19:15:00	586103.75	587228.48	585953.28	586515.09	900	0	6077
2023.03.03	19:30:00	586519.40	588515.58	586120.78	586623.15	900	0	6077
2023.03.03	19:45:00	586525.19	587266.93	584676.15	585400.37	900	0	6077
2023.03.03	20:00:00	585379.16	586488.18	584967.97	585781.75	900	0	6077
2023.03.03	20:15:00	585759.90	586307.81	583298.82	583476.12	900	0	6077
2023.03.03	20:30:00	583477.35	585232.42	583345.71	584881.65	900	0	6077
2023.03.03	20:45:00	584846.17	587075.09	584840.54	585574.58	899	0	6077
2023.03.03	21:00:00	585556.64	589124.26	585556.64	588885.25	900	0	6077
2023.03.03	21:15:00	588896.05	590085.44	587705.06	587761.68	900	0	6077
2023.03.03	21:30:00	587735.50	588015.94	586607.40	587200.92	900	0	6077
2023.03.03	21:45:00	587141.86	587755.86	582687.86	583719.42	900	0	6077
2023.03.03	22:00:00	583726.53	584992.70	583266.27	584565.45	900	0	6077
2023.03.03	22:15:00	584676.27	584831.02	581364.89	583355.01	900	0	6077
2023.03.03	22:30:00	583246.01	583647.09	581850.45	582638.06	900	0	6077
2023.03.03	22:45:00	582604.29	584294.83	582483.03	582982.25	900	0	6077
2023.03.03	23:00:00	583023.06	583943.31	581454.92	583031.01	900	0	6077
2023.03.03	23:15:00	582976.40	583521.71	581055.13	581343.09	900	0	6077
2023.03.03	23:30:00	581393.96	583404.19	580013.99	583386.01	900	0	6077
2023.03.03	23:45:00	583353.77	583672.13	581494.14	583199.98	900	0	6077
2023.03.04	00:00:00	583288.71	585149.74	582213.86	584470.59	900	0	6077
2023.03.04	00:15:00	584463.99	584800.11	581080.92	581807.40	900	0	6077
2023.03.04	00:30:00	581715.19	584824.16	581662.70	584824.16	900	0	6077
2023.03.04	00:45:00	584852.56	586831.20	584439.82	585430.46	900	0	6077
2023.03.04	01:00:00	585379.28	586643.93	584698.18	584838.01	900	0	6077
2023.03.04	01:15:00	584804.51	586506.85	584300.17	586424.90	900	0	6077
2023.03.04	01:30:00	586443.08	588070.50	586117.96	586712.47	900	0	6077
2023.03.04	01:45:00	586759.57	587782.36	585297.92	587005.50	900	0	6077
2023.03.04	02:00:00	587087.85	590018.42	587085.65	589956.46	900	0	6077
2023.03.04	02:15:00	590008.69	591460.57	589478.12	590715.95	900	0	6077
2023.03.04	02:30:00	590704.77	592597.80	590464.25	592592.00	900	0	6077
2023.03.04	02:45:00	592499.00	594876.32	592052.02	594876.32	900	0	6077
2023.03.04	03:00:00	594916.82	598622.49	594891.60	597111.86	900	0	6077
2023.03.04	03:15:00	597096.24	597410.50	595735.41	596439.32	900	0	6077
2023.03.04	03:30:00	596444.20	597572.05	595735.71	596682.12	900	0	6077
2023.03.04	03:45:00	596579.13	599067.50	596396.60	598266.25	900	0	6077
2023.03.04	04:00:00	598235.68	600344.75	598230.11	599363.43	900	0	6077
2023.03.04	04:15:00	599491.21	600018.38	597664.65	597664.65	900	0	6077
2023.03.04	04:30:00	597632.57	597928.91	596306.21	597019.36	899	0	6077
2023.03.04	04:45:00	596936.19	598444.78	595883.32	597809.27	900	0	6077
2023.03.04	05:00:00	597860.12	598540.52	597128.37	597777.34	900	0	6077
2023.03.04	05:15:00	597745.90	600958.17	597349.99	598941.99	900	0	6077
2023.03.04	05:30:00	598955.75	601415.44	598449.58	601139.65	900	0	6077
2023.03.04	05:45:00	601196.66	601578.87	599473.40	599785.04	899	0	6077
2023.03.04	06:00:00	599851.57	602484.17	599448.34	601695.29	900	0	6077
2023.03.04	06:15:00	601680.74	602206.19	598757.43	598906.28	900	0	6077
2023.03.04	06:30:00	598872.98	600012.67	598269.63	599651.31	900	0	6077
2023.03.04	06:45:00	599690.13	600433.70	598655.05	599726.23	900	0	6077
2023.03.04	07:00:00	599773.17	600367.74	598056.38	598825.00	900	0	6077
2023.03.04	07:15:00	598878.68	600200.78	597322.87	597736.09	900	0	6077
2023.03.04	07:30:00	597633.15	599421.67	596617.47	598213.66	900	0	6077
2023.03.04	07:45:00	598293.48	599151.22	597639.76	598997.77	900	0	6077
2023.03.04	08:00:00	599036.30	601910.74	598993.93	599992.58	900	0	6077
2023.03.04	08:15:00	600001.47	603006.60	599337.71	602217.69	900	0	6077
2023.03.04	08:30:00	602237.65	604271.86	600587.70	601224.74	900	0	6077
2023.03.04	08:45:00	601246.43	602265.58	600137.99	600357.47	900	0	6077
2023.03.04	09:00:00	600296.21	600441.04	598797.46	599879.22	899	0	6077
2023.03.04	09:15:00	599829.87	602524.52	599491.55	602374.13	900	0	6077
2023.03.04	09:30:00	602410.68	604870.90	602219.66	603672.09	900	0	6077
2023.03.04	09:45:00	603575.30	604094.77	601003.39	601876.47	900	0	6077
2023.03.04	10:00:00	601912.36	602942.79	601313.28	602652.15	900	0	6077
2023.03.04	10:15:00	602709.55	605457.21	602571.94	604683.33	900	0	6077
2023.03.04	10:30:00	604661.94	605145.78	603577.99	604470.51	900	0	6077
2023.03.04	10:45:00	604427.50	604670.65	601594.10	602278.05	900	0	6077
2023.03.04	11:00:00	602394.24	602979.56	600311.12	600349.88	900	0	6077
2023.03.04	11:15:00	600277.41	603625.31	600051.43	603137.76	900	0	6077
2023.03.04	11:30:00	603147.83	604580.15	602224.65	604301.89	900	0	6077
2023.03.04	11:45:00	604209.40	604506.74	602796.24	604052.26	900	0	6077
2023.03.04	12:00:00	603993.19	605312.29	603177.73	604631.63	900	0	6077
2023.03.04	12:15:00	604664.68	607379.95	603656.89	606972.07	900	0	6077
2023.03.04	12:30:00	607036.90	608906.95	606870.05	608890.81	900	0	6077
2023.03.04	12:45:00	608885.69	609691.04	608341.79	609210.16	900	0	6077
2023.03.04	13:00:00	609287.46	610387.50	609078.55	609953.14	900	0	6077
2023.03.04	13:15:00	609946.72	610511.56	607540.76	607640.53	900	0	6077
2023.03.04	13:30:00	607638.45	608681.95	605305.61	605637.48	900	0	6077
2023.03.04	13:45:00	605668.71	606933.87	605233.04	605391.39	900	0	6077
2023.03.04	14:00:00	605432.25	606064.38	603975.96	605235.33	900	0	6077
2023.03.04	14:15:00	605190.17	606469.03	603733.79	603775.33	900	0	6077
